title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province
Bán Nhà Ngõ 89 Lạc Long Quân Chợ Nghĩa Đô Vài bước ra Hồ Tây	121173982	40.0	13.9	3	3	2	21.053442	105.80895	Cầu Giấy	Hà Nội
VIP, PHÂN LÔ PHÙNG CHÍ KIÊN 46mx6T THANG MÁY, TT CẦU GIẤY, ÔTÔ VÀO NHÀ	121225562	46.0	14.8	3	5	2	21.04504	105.79218	Cầu Giấy	Hà Nội
QUÁ VIP, HOÀNG QUỐC VIỆT CẦU GIẤY, SÁT PHỐ 2 MẶT TIỀN Ô TÔ, KINH DOANH	121240719	55.0	16.5	4	3	2	21.046106	105.79779	Cầu Giấy	Hà Nội
Cực hiếm Hoàng Văn Thái dân xây, ở ngay sổ vuông đét	121249595	24.0	4.8	2	3	2	20.995495	105.82856	Thanh Xuân	Hà Nội
Bán Nhà Phúc Đồng, 5 Tầng, Full Nội Thất, Ô tô Ngay Cổng	121261497	32.0	5.65	3	4	2	21.041388	105.90136	Long Biên	Hà Nội
Phân lô cao cấp Yên Hoà - khu Châu Âu	121311890	30.0	8.0	4	5	2	21.02198	105.79169	Cầu Giấy	Hà Nội
Mặt ngõ kinh doanh - Cổ Nhuế - ô tô - DT 86m² - Lô góc - Xây CCMN đẹp	121333311	86.0	10.0	2	2	2	21.060614	105.78177	Bắc Từ Liêm	Hà Nội
Bán gấp! Đội cấn, ngõ 3 gác tránh, thông,MT rộng, 15m ra phố, 43m2*5T	121333999	43.0	6.8	3	3	2	21.03509	105.82292	Ba Đình	Hà Nội
Nhà hiếm Hào Nam ,nhà mới ,lô góc , sát mặt phố ,dt 38m2 5tầng.	121333318	38.0	6.25	4	5	2	21.02115	105.82598	Đống Đa	Hà Nội
Tôi cần bán nhà  Phố Trung Phụng 35m2 X4 tầng nhà đẹp ở ngay nhỉnh 5tỷ	121322111	35.0	5.3	3	4	2	21.016102	105.83555	Đống Đa	Hà Nội
TÔI bán nhà Nam Đồng NGUYỄN LƯƠNG BẰNG 4T 60m ra phố 5.1 Tỷ SĐCC	121336403	37.0	5.1	3	4	2	21.0122	105.82939	Đống Đa	Hà Nội
Tôi ban nhà số 21 Ngõ 52 Phố LƯƠNG YÊN 48m2 20m ra phố SĐCC giá 7.86TỶ	121361515	48.0	7.86	3	3	2	21.016191	105.85765	Hai Bà Trưng	Hà Nội
Sổ tên tôi bán nhà XÃ ĐÀN HỒ BA MẪU 15m RA phố ba gác vào tận cửa SĐCC	121368018	29.0	5.68	3	3	2	21.006693	105.83563	Đống Đa	Hà Nội
BÁN NHÀ CÙ CHÍNH LAN 52m2 5T THANG MÁY 12.6 Tỷ PHÂN LÔ GARA KINH DOANH	121431795	52.0	12.6	6	5	2	21.000896	105.82389	Thanh Xuân	Hà Nội
BÁN NHÀ KIM GIANG 35/40m2 4T nhỉnh 6 tỷ oto đỗ cổng nhà mới ở ngay	121482142	40.0	6.0	4	3	2	20.98265	105.81571	Thanh Xuân	Hà Nội
NHÀ CẦU GIẤY 70M2*4T CHỈ HƠN 10 TỶ, MẶT NGÕ Ô TÔ THÔNG KD, LÔ GÓC	121555423	70.0	12.0	5	3	2	21.030447	105.8012	Cầu Giấy	Hà Nội
Thanh lý nhanh! Lô góc Ba Đình,thang máy, ngõ 3 gác,mới ở ngay,38m2*6T	121619640	40.0	7.5	3	3	2	21.040833	105.82444	Ba Đình	Hà Nội
nhà lai xá xây đơn lập	121628885	38.0	5.2	4	3	2	21.063354	105.71737	Hoài Đức	Hà Nội
Tôi bán nhà Khâm Thiên Thổ Quan Đống Đa X 4T Nhà Đẹp Ở Ngay nhỉnh 5 tỷ	121661943	38.0	6.35	4	5	2	21.019173	105.835815	Đống Đa	Hà Nội
NHÀ PHỐ MINH KHAI, KINH DOANH SẦM UỐT, SỔ ĐỎ CHÍNH CHỦ 65 M2	121672346	65.0	14.0	3	3	2	20.99809	105.86771	Hai Bà Trưng	Hà Nội
MỸ ĐÌNH + CẦU GIẤY - CHỈ 20 PHÚT ĐI XE - LIỀN KỀ XÂY MỚI 160M2 SỬ DUNG	121719587	40.0	3.6	4	3	2	21.013826	105.69111	Hoài Đức	Hà Nội
BÁN NHÀ ĐƯỜNG VÕ CHÍ CÔNG 5 TẦNG 50m Ô Tô giá 6.85 tỷ	121754874	30.0	6.85	3	4	2	21.048697	105.80471	Cầu Giấy	Hà Nội
BÁN NHÀ THẠCH BÀN CỔ LINH 50M 4 TẦNG CÓ SÂN RIÊNG 5,6 TỶ	121797579	50.0	5.0	5	4	2	21.018879	105.91188	Long Biên	Hà Nội
SIÊU PHẨM ĐẦU NĂM 2025 - RỘNG THOÁNG - VEN HỒ - HỖ TRỢ NGÂN HÀNG 80%	121860093	40.0	5.2	4	3	2	21.023766	105.70871	Hoài Đức	Hà Nội
Bán Nhà 40m2 Đối Diện Aeon – Ngõ Nông, 4 Ngủ, Ô Tô Vào Gần - 5.75 Tỷ	121870573	36.0	5.75	4	4	2	21.031935	105.87937	Long Biên	Hà Nội
Cần bán nhà ngay gần cầu Vĩnh Tuy đối diện siêu thị AEON Mall	121870908	30.0	5.5	3	4	2	21.031935	105.87937	Long Biên	Hà Nội
Hiếm Nhân Hoà 5 tầng cực đẹp, ô tô tránh 15m, ngõ thông	121936885	26.0	4.5	3	4	2	21.00392	105.80696	Thanh Xuân	Hà Nội
Bán nhà phố tân khai 38,1m2 x3tầng ngõ thông kinh doanh tốt	121937011	38.1	3.55	3	2	-1	20.98796	105.87087	Hoàng Mai	Hà Nội
Tôi cần bán nhà Phố Hạ Yên Quyết_ Trung Kính 50M 6T chỉ 11,99 TỶ	121948849	50.0	11.99	6	6	2	21.020563	105.795296	Cầu Giấy	Hà Nội
Chỉ 4,25 tỷ có dt85m2,MT 6m, nhà 1,5 T, Vũ Tông Phan Quận Thanh Xuân	121948885	85.0	4.25	2	1	0	21.001364	105.818504	Thanh Xuân	Hà Nội
Bán nhà giá rẻ Lĩnh Nam 19M 3T Giá +1,68 Tỷ 2PN-Ba gác	121966034	19.0	1.68	2	2	-1	20.979588	105.88912	Hoàng Mai	Hà Nội
Bán Nhà Đối Diện Aeon Long Biên 37m 5 Tầng Full Nội Thất, Giá 6.2 Tỷ	121964428	37.0	6.2	3	4	2	21.031935	105.87937	Long Biên	Hà Nội
BÁN NHÀ PHÂN LÔ, VỈA HÈ Ô TÔ,  NGÃ TƯ NGUYỄNTRÃI-NGUYỄN XIỂN DT	121987823	50.0	18.0	4	3	2	20.989248	105.80517	Thanh Xuân	Hà Nội
Chính chủ bán nhà Phùng Chí Kiên-Hoàng Sâm, mặt tiền 4,5m ô tô vào nhà	121997553	60.0	16.5	4	3	2	21.045101	105.80251	Cầu Giấy	Hà Nội
Đỉnh của chóp .Vừa ở vừa kd dòng tiền - sát phố ngõ ba gác -8 phòng	121998152	52.0	8.9	8	5	2	20.980562	105.844765	Hoàng Mai	Hà Nội
Hạt dẻ Chính Kinh dân xây, mặt ngõ 3m, gần phố, gần chợ, giá hời	122005176	38.0	6.0	4	3	2	21.000172	105.81107	Thanh Xuân	Hà Nội
Tôi Cần Bán nhà Dương Đình Nghệ_Trung Kính Ô tô đỗ cửa 50M chỉ 12 TỶ	122012362	50.0	12.0	6	6	2	21.016672	105.794136	Cầu Giấy	Hà Nội
Bán nhanh căn nhà tại phố Nguyễn Khoái  kv phát triển ô tô đỗ gần nhà	122034364	45.0	5.35	4	4	2	21.001627	105.87755	Hoàng Mai	Hà Nội
Mới koong! TÔN ĐỨC THẮNG, 2 thoáng, tt quận, dọn về ở đón tết. 40m*5T	122131838	40.0	6.5	3	4	2	21.023514	105.83227	Đống Đa	Hà Nội
SIÊU PHẨM DÒNG TIỀN XUÂN THỦY CẦU GIẤY NHỈNH 14TỶ 50m*7T. PHÂN LÔ ÔTÔ	122137292	50.0	14.9	7	6	2	21.036514	105.78116	Cầu Giấy	Hà Nội
Nhà đẹp 3 tang 3 ngu định công hạ 50m2	122239119	50.0	3.4	3	3	-1	20.98155	105.83044	Hoàng Mai	Hà Nội
Cực vip ! Dân xây Sát phố sau quy hoạch là mặt phố thoáng trc sau ..	122243287	52.0	8.3	3	4	2	20.994463	105.84974	Hai Bà Trưng	Hà Nội
BÁN GẤP TRƯỚC TẾT NHÀ PHÂN LÔ CÁN BỘ LẠC LONG QUÂN TÂY HỒ 60M 7 TẦNG	122261278	60.0	21.0	4	6	2	21.060282	105.80889	Tây Hồ	Hà Nội
Bán gấp Xuân Đỉnh ngõ thông, ôtô đỗ cửa, Ngoại Giao Đoàn, 40m2*5 tầng	122341911	40.0	6.5	3	3	2	21.076807	105.78777	Bắc Từ Liêm	Hà Nội
Bán Nhà Lô Góc Vương Thừa Vũ Thanh Xuân 48m2,4N Full Nội Thất Giá Tốt	122419062	48.0	8.5	4	3	2	20.99661	105.82187	Thanh Xuân	Hà Nội
Cực phẩm Quan Nhân nhà mới cứng, ngõ nông, sổ đẹp	122425961	35.0	6.8	4	3	2	21.007523	105.81238	Thanh Xuân	Hà Nội
CHÍNH CHỦ BÁN NHÀ ĐƯỜNG 20M KDC PHÚ MỸ DT5X18M GIÁ 13 TỶ 900 TRIỆU	122477975	90.0	13.9	4	5	2	20.97567	105.77587	Hà Đông	Hà Nội
Bán nhà tập thể tầng 2 Hồng Mai 45m2 nhà đẹp đủ 2 ngủ rộng rãi 2.65 tỷ	122524127	45.0	2.65	2	1	2	20.998636	105.85159	Hai Bà Trưng	Hà Nội
Siêu hot Lạc Long Quân, ô tô tránh, Kinh doanh sầm uất	122594079	46.0	14.0	4	4	2	21.053442	105.80895	Cầu Giấy	Hà Nội
bán nhà 2 tâng. mỗi tầng 38m	122598077	38.0	1.879	2	2	0	21.001364	105.818504	Thanh Xuân	Hà Nội
Cần Bán Nhà Văn Chương Đống Đa 5T Nhà Mới Ở Ngay Nhỉnh Hơn 6 Tỷ có TL.	122611172	45.0	6.495	3	4	2	21.021517	105.83358	Đống Đa	Hà Nội
CHÍNH CHỦ bán nhà Mặt phố đầu Xã Đàn 4T lô góc ô tô tránh vỉa hè KinhD	122623858	41.0	13.95	4	3	2	21.020054	105.82462	Đống Đa	Hà Nội
Nhà Mạc Thái Tổ, Phân Lô, Ô Tô tránh, vỉa hè, full nội thất 45m * 6T	122619180	45.0	15.55	4	6	2	21.015863	105.78761	Cầu Giấy	Hà Nội
Mặt ngõ, Hoàng Hoa Thám, ngõ thông, lô góc	122639538	34.0	5.7	3	4	2	21.040833	105.82444	Ba Đình	Hà Nội
Tôi bán nhà mặt phố Cầu Giấy-TrầnQuý Kiên, vỉa hè 5m, cho thuê 40tr/th	122640421	42.0	21.5	4	5	2	21.0388	105.79186	Cầu Giấy	Hà Nội
Đẹp hiếm! HÀO NAM, mới full nội thất, ngõ rộng thông tứ tung. 40m*4T	122649177	40.0	7.03	4	3	2	21.02115	105.82598	Đống Đa	Hà Nội
Nhà Yên Nghĩa,ôt đậu gần 32m-5T có sân riêng rộng để xe,full đồ	122648301	33.0	4.2	4	4	2	20.953777	105.75357	Hà Đông	Hà Nội
Đâu đó HÀO NAM, nhà đẹp full nội thất, gần phố, ngõ rộng thông. 37m*5T	122649570	37.0	6.15	3	4	2	21.02115	105.82598	Đống Đa	Hà Nội
Gia đình bán nhà Trần Quốc Hoàn - Cầu Giấy, mặt tiền 5,5m ô tô vào nhà	122661945	80.0	21.0	4	4	2	21.04164	105.78835	Cầu Giấy	Hà Nội
Nhà Mặt tiền Phố Đốc Ngữ DT 47m2 số phòng 4vs4	122667484	47.0	15.0	4	4	2	21.039894	105.81292	Ba Đình	Hà Nội
Nhà đẹp Nguyễn Văn Trỗi, ô tô đỗ cửa, dân xây, full nội thất	122665980	26.0	6.35	4	4	2	20.992582	105.8393	Thanh Xuân	Hà Nội
Gấp lắm! THÁI THỊNH, ngõ thẳng tắp, dân xây đẹp full nội thất. 43m*4T	122673405	43.0	8.25	4	3	2	21.010923	105.81802	Đống Đa	Hà Nội
Bán Nhà Định Công Hạ, Hoàng Mai, 32m2, 5T, Nhà Mới, Ở Ngay, Giá Hợp Lý	122673949	32.0	5.9	3	4	2	20.98155	105.83044	Hoàng Mai	Hà Nội
Nhà Đẹp Thành Công ,nhà mới , lô góc ,gần oto ,dt 38m2 4tầng.	122680517	38.0	6.65	4	5	2	21.024857	105.81138	Ba Đình	Hà Nội
Nhà đẹp Nhân Hoà, gần ô tô, gần phố, full nội thất, sổ đẹp	122693740	35.0	6.68	4	3	2	21.00392	105.80696	Thanh Xuân	Hà Nội
Hiếm có Giang Văn Minh 46m, 6 tầng, MT5,2, 15m ra phố	122694753	46.0	9.0	5	5	2	21.034046	105.82716	Ba Đình	Hà Nội
Tôi Cần Bán Nhà Phố Hoàng Cầu 5T Nhà Mới Ô Tô Ngủ Trong Nhà Nhỉnh 18Tỷ	122699672	58.0	18.495	4	5	2	21.021103	105.825745	Đống Đa	Hà Nội
Hot Hot Kim Mã ,nhà mới ,Thang Máy, lô góc ,15m oto, ,dt 40m2 7tầng.	122702655	40.0	7.35	5	6	2	21.033577	105.82253	Ba Đình	Hà Nội
Bán Nhà 31m x 5.5 Tầng, Cách Vài bước chân ra đường Cổ Linh, ô tô đỗ	122706934	31.0	4.999	3	4	2	21.018879	105.91188	Long Biên	Hà Nội
Của hiếm! LA THÀNH, nhà mới koong thang máy, ngõ thông rộng 3m. 39m*5T	122706066	39.0	8.5	3	4	2	21.022366	105.8232	Đống Đa	Hà Nội
Hiếm có! KIM LIÊN, gần phố, hồ, dân xây chắc, full nội thất. 45m*4T	122707035	45.0	7.35	3	3	2	21.006693	105.83563	Đống Đa	Hà Nội
Hiếm..! Bán Nhà Thạch Bàn 30m x 5.5 Tầng, cách 1 Nhà Ra đường Cổ Linh	122707521	30.0	5.95	3	4	2	21.018879	105.91188	Long Biên	Hà Nội
Ngon! THỔ QUAN, gần ô tô tránh, ngõ rộng thoáng, dân xây chắc. 45m*4T	122722864	45.0	6.68	3	3	2	21.020054	105.82462	Đống Đa	Hà Nội
Vĩnh Quỳnh - 48m x 3 Tầng - Ô Tô Đỗ Cửa Chỉ 4,x T.ỷ	122748853	48.0	4.0	3	2	2	20.931538	105.826096	Thanh Trì	Hà Nội
Lô góc Tam Trinh, thang máy, nhà mới tinh,ôtô dừng đỗ, KD 38m*5T	122750348	38.0	5.9	3	3	2	20.964716	105.868546	Hoàng Mai	Hà Nội
[HOT] CƠ HỘI SỞ HỮU NGÔI NHÀ HIẾM TẠI TRUNG TÂM QUẬN HOÀNG MAI -	122771583	28.0	5.8	3	4	2	20.983633	105.86334	Hoàng Mai	Hà Nội
SIÊU PHẨM NHÀ ĐẸP MỚI TINH - ĐƯỜNG TRƯƠNG ĐỊNH, HAI BÀ TRƯNG ,30m RA🚗	122769843	60.0	9.3	6	5	2	20.994463	105.84974	Hai Bà Trưng	Hà Nội
Nhà đẹp 5 tầng , Dt 32m , Mt 4m , D 8m   .	122774441	32.0	6.75	3	3	2	21.037178	105.87307	Long Biên	Hà Nội
Bán Nhà Phúc Lợi 38m2 xây 6 tầng, Lô Góc, thang máy 450kg Ô tô vào	122788235	38.0	6.3	3	4	2	21.05286	105.92033	Long Biên	Hà Nội
Bán Nhà Thạch Bàn, Ngay Chợ Đồng Dinh, Kinh Doanh, Đường Ô Tránh	122788068	56.0	14.6	6	5	2	21.02974	105.91316	Long Biên	Hà Nội
Bán nhà Việt Hưng 60m x 4 Tầng, dân xây, ngõ thông, full nội thất	122788777	60.0	7.5	4	4	2	21.055147	105.90521	Long Biên	Hà Nội
Bán nhà Xã Đàn,oto tránh, nhà mới, 2 phút ra mặt phố lớn 52m2, 5T	122794364	52.0	7.8	4	4	2	21.018747	105.82959	Đống Đa	Hà Nội
5,15 tỷ Thụy Phương-35m2-5 tầng-oto đỗ tận cổng-full cơ bản	122801823	35.0	5.15	4	4	2	21.093153	105.77315	Bắc Từ Liêm	Hà Nội
Ô Chợ Dừa,l ô góc nhà ngon đẹp luôn, gần phố, nội thất xịn. 47m*4T	122801468	47.0	8.15	4	3	2	21.022366	105.8232	Đống Đa	Hà Nội
Bán nhà 5 Tầng khu dịch vụ Vân Canh ô tô tránh trước nhà	122802367	42.0	9.8	4	4	2	21.043036	105.73175	Hoài Đức	Hà Nội
Bán nhà Trần Quốc Hoàn-Nguyễn Phong Sắc. ô tô đỗ cửa, 6T 4,5m mặt tiền	122804744	60.0	17.0	5	5	2	21.04164	105.78835	Cầu Giấy	Hà Nội
Vip Hoàng Mai dân xây chắc chắn 5 ngủ phù hợp gđ đông người ,ở sướng	122810766	47.0	6.5	5	3	2	20.983633	105.86334	Hoàng Mai	Hà Nội
Siêu ngon .Trương Định dân xây trc nhà 3m ,sân rộng 4 ngủ hai thoáng	122812462	38.0	6.5	4	3	0	20.994463	105.84974	Hai Bà Trưng	Hà Nội
Bán nhà Thượng Cát Bắc Từ Liêm	122816556	33.0	4.2	3	4	2	21.090069	105.73311	Bắc Từ Liêm	Hà Nội
Nhà 5 Tầng Vừa Ở Vừa Kinh Doanh,Ô Tô Tránh Full Nội Thất	122823425	33.0	5.0	3	4	2	21.052124	105.70905	Hoài Đức	Hà Nội
Bán Nhà Thái Hà, Lô Góc, Thang Máy, 37m2_7 Tầng, Cách Phố 5m	122826260	37.0	11.8	3	4	2	21.014875	105.81776	Đống Đa	Hà Nội
Bán nhà 7 tầng phố ĐỘI CẤN, thang máy nhập khẩu, cách ô tô 30m, DT45m2	122832805	45.0	8.5	4	4	2	21.03509	105.82292	Ba Đình	Hà Nội
Bán Nhà Mặt Ngõ Thanh Nhàn 20m2 5 Tầng  2,5 Tỷ – Ngõ Nông, Rộng, Ko QH	122835578	20.0	2.5	3	4	-1	21.002972	105.85283	Hai Bà Trưng	Hà Nội
Gia đình bán nhà Đỗ Nhuận - Phạm Văn Đồng 3 bước ra phố, ô tô vào nhà	122835258	65.0	11.0	4	5	2	21.065998	105.78888	Bắc Từ Liêm	Hà Nội
Nhà 5 Tầng Kim Chung Lô Góc Full Nội Thất	122835262	33.0	4.3	3	4	2	21.047976	105.70739	Hoài Đức	Hà Nội
Bán nhà Hoàng Mai ,thoáng trc sau, sát oto, ngõ 3gac, 42m*5T	122844513	42.0	6.0	5	4	2	20.983633	105.86334	Hoàng Mai	Hà Nội
PHÂN LÔ - KINH DOANH - TRƯỚC NHÀ RỘNG 8M - GẦN PHỐ - Ở SƯỚNG	122849623	35.0	6.9	3	4	2	20.975115	105.85545	Hoàng Mai	Hà Nội
Bán Nhà Định Công Thượng, Hoàng Mai 28m2,4T, Ngõ Nông, Gần Phố, Giá Rẻ	122851674	28.0	4.28	3	3	2	20.983112	105.821396	Hoàng Mai	Hà Nội
HOÀNG MAI - NGỌC HỒI - XÂY MỚI - 38M 5 TẦNG LÔ GÓC - NGÕ 3M SIÊU ĐẸP	122853776	38.0	5.0	4	4	2	20.960922	105.842224	Hoàng Mai	Hà Nội
NHÀ NGỌC HỒI - THỊ TRẤN VĂN ĐIỂN - ĐƯỜNG Ô TÔ TRÁNH NHAU - KINH DOANH	122854074	68.0	8.6	4	4	2	20.960922	105.842224	Hoàng Mai	Hà Nội
Nhà Vân Canh Lô Góc 2 Mặt Thoáng Ô Tô Đỗ Cạnh	122864988	36.0	5.1	4	3	2	21.032757	105.729836	Hoài Đức	Hà Nội
Thật 100%, nhà Thái Thịnh, ngõ thông, 2 thoáng, full nội thất, 41m2.	122880626	41.0	7.6	4	4	2	21.010923	105.81802	Đống Đa	Hà Nội
Bán nhà Tam Trinh, oto đỗ cổng, 20m mặt phố, kinh dianh 45m2*5T	122883027	45.0	6.5	6	4	2	20.964716	105.868546	Hoàng Mai	Hà Nội
Nhà đẹp Thái Thịnh, lô góc, oto đỗ cửa, kinh doanh, ở luôn, 42m2*5T.	122881403	42.0	7.1	4	4	2	21.004591	105.82036	Đống Đa	Hà Nội
Cực rẻ! Nhà ở Thái Thịnh, ngõ thông, 2 thoáng, KD, ở ngay 46m2*6T.	122882133	46.0	7.9	5	5	2	21.010923	105.81802	Đống Đa	Hà Nội
Mới đẹp! Nhà sát phố Tôn Đức Thắng, full tiện ích, ở ngay, 38m2* 5T.	122891600	38.0	6.6	3	4	2	21.024363	105.83363	Đống Đa	Hà Nội
Đáng mua! THÁI THỊNH, tkehiện đại, full nội thất, SH quay đầu. 40m*4T	122892792	40.0	7.3	4	3	2	21.010923	105.81802	Đống Đa	Hà Nội
Bán nhà trong đê, 2 3 bước chân ra KĐT,giá chỉ hơn 4 tỷ.oto đỗ gần nhà	122893512	34.0	4.85	3	3	2	20.959333	105.7319	Hà Đông	Hà Nội
NGUYỄN CHÍNH - LÔ GÓC 3 MẶT THOÁNG - NHÀ DÂN XÂY - RỘNG KINH DOANH	122905489	46.0	14.0	5	5	2	20.978619	105.848236	Hoàng Mai	Hà Nội
NHÀ CHIA LÔ XÂY MỚI PHỐ THỊNH LIỆT - AO SÀO - GẦN QUẬN ỦY HOÀNG MAI	122905743	45.0	12.8	4	5	2	20.97395	105.84288	Hoàng Mai	Hà Nội
Ôi ô tô đỗ cửa nhà phố Hoàng Hoa Thám, 46m2, sát phố, full nội thất	122913248	46.0	7.5	3	4	2	21.035934	105.80995	Ba Đình	Hà Nội
ĐỨC THẮNG - BẮC TỪ LIÊM – NHÀ MẶT PHỐ -Ô TÔ ĐỖ CỬA-	122917907	55.0	9.3	4	3	2	21.077803	105.77596	Bắc Từ Liêm	Hà Nội
Mới đẹp ở ngay! Phố Tôn Đức Thắng, ngõ 3gác, full tiện ích, 39m2.	122919206	39.0	6.95	3	3	2	21.024363	105.83363	Đống Đa	Hà Nội
Quỳnh Đô 45m x 4 Tầng Ô Tô Đỗ Cửa	122920787	45.0	4.95	4	4	2	20.931538	105.826096	Thanh Trì	Hà Nội
NHÀ ĐẸP LẠI YÊN - AN KHÁNH, 40M2 SÁT HỒ ĐIỀU HOÀ, Ô TÔ ĐỖ CỬA	122921098	41.0	4.82	4	3	2	21.023766	105.70871	Hoài Đức	Hà Nội
SIÊU HOT - NHÀ MỚI 4 TẦNG, 48M² - GẦN CHỢ, SÁT HỒ ĐIỀU HÒA - NGÕ THÔNG	122921780	48.0	4.5	4	3	2	21.023766	105.70871	Hoài Đức	Hà Nội
BÁN NHÀ 4 TẦNG - 40M² - NGÕ RỘNG, GẦN CHỢ & HỒ ĐIỀU HÒA - GIÁ ƯU ĐÃI	122922251	40.0	4.3	3	3	2	21.023766	105.70871	Hoài Đức	Hà Nội
Cực Hiếm! Hoàng Liệt, Ô tô Đỗ Cửa, Nhà Mới 40m2, 5 Tầng, Ở Sướng	122932448	40.0	7.2	4	4	2	20.965834	105.83798	Hoàng Mai	Hà Nội
LÔ GÓC-NGÕ NÔNG-PHẠM VĂN ĐỒNG:35M2*6T*MT5M-CÔNG VIÊN- TRƯỜNG ĐH.	122935524	35.0	7.6	5	4	2	21.059027	105.78289	Bắc Từ Liêm	Hà Nội
Gấp! Nhà Tây Sơn, ô tô đỗ cửa, lô góc, 2 thoáng, KD, ở ngay, 38m2.	122943068	38.0	7.4	3	3	2	21.007208	105.823235	Đống Đa	Hà Nội
Mặt ngõ Thái Thịnh, ngõ thông, lô góc, 5m ra ô tô, 48m2*6T.	122942530	47.0	7.9	6	6	2	21.011934	105.81725	Đống Đa	Hà Nội
Nhà Hoàng Cầu, 10m ra phố, 2 thoáng, KD, mới đẹp ở ngay,  30m2*5T.	122943377	30.0	6.35	3	3	2	21.02	105.823235	Đống Đa	Hà Nội
BÁN NHÀ NGỌC THỤY MỚI KOONG 45M 5 TẦNG GIÁ 8,6 TỶ NGÕ RỘNG HƠN 4M	122946975	45.0	8.6	4	5	2	21.059816	105.863655	Long Biên	Hà Nội
Bán Nhà Trung Kính, 48m2 * 5T, Phân Lô, ô tô tránh, Gara, Kd 14.3 tỷ	122948832	48.0	14.3	6	6	2	21.023014	105.790115	Cầu Giấy	Hà Nội
Nhà xây độc lập cẩn thận ngay bến xe+ga tàu trên cao Yên Nghĩa 33m2x4T	122950404	33.0	4.9	3	3	2	20.954058	105.74098	Hà Đông	Hà Nội
🔥 NHÀ XÂY MỚI 40M2, 4 TẦNG, 4PN - Ô TÔ ĐỖ CỔNG - GẦN ĐẠI LỘ THĂNG LONG	122950991	40.0	3.7	4	3	2	21.021988	105.686386	Hoài Đức	Hà Nội
NHÀ MỚI 40M2 – NGÕ TO, Ô TÔ TRÁNH – THUẬN TIỆN ĐI LÀM CẦU GIẤY	122952001	40.0	4.2	4	3	2	21.013826	105.69111	Hoài Đức	Hà Nội
NHÀ MỚI YÊN HOÀ-CẦU GIẤY-6 TẦNG THANG MÁY-GẦN PHỐ-NGÕ RỘNG-MT RỘNG	122959876	30.0	8.5	6	6	2	21.01897	105.79258	Cầu Giấy	Hà Nội
BÁN NHÀ 5 TẦNG LÔ GÓC – FULL NỘI THẤT – Ô TÔ ĐỖ CỬA – SONG PHƯƠNG	122959985	40.0	4.8	4	3	2	21.013826	105.69111	Hoài Đức	Hà Nội
Bán Nhà Khương Trung Thanh Xuân 32m2,4T, Sổ Đẹp Nở Hậu Ngõ Rộng Thoáng	122961114	32.0	6.0	3	3	2	21.001364	105.818504	Thanh Xuân	Hà Nội
🔥 BÁN GẤP NHÀ - Ô TÔ ĐỖ CỬA - NGAY ĐẠI LỘ THĂNG LONG - VỀ Ở NGAY	122961150	40.0	3.75	4	3	2	20.991737	105.67938	Hoài Đức	Hà Nội
Ô Chợ Dừa! Gần phố, ngõ rộng thoáng, full nội thất, nở hậu. 39m*5T	122964574	39.0	6.38	3	4	2	21.018297	105.82944	Đống Đa	Hà Nội
ĐỀN LỪ 52M XÂY 7 TẦNG - GARA Ô TÔ - THANG MÁY - KINH DOANH	122965259	52.0	18.0	4	6	2	20.986593	105.849106	Hoàng Mai	Hà Nội
ĐẤT TÂN MAI HOÀNG MAI - ĐƯỜNG TRƯỚC NHÀ 8M ÔTÔ TRÁNH NHAU - KINH DOANH	122965345	83.0	14.5	3	3	2	20.978619	105.848236	Hoàng Mai	Hà Nội
Hiếm ! Phạm Ngọc Thạch, ngõ thông , dân xây đẹp, full nội thất. 44m*5T	122966989	44.0	7.5	3	4	2	21.008259	105.83372	Đống Đa	Hà Nội
Xã Đàn ! Nhà rộng, khung cột btct, ngõ thoáng, gần phố. 46m*5T	122967529	46.0	7.35	3	4	2	21.015108	105.83857	Đống Đa	Hà Nội
Vĩnh Quỳnh - 45m Container Tránh Nhau - Kinh Doanh Sầm Uất	122968778	45.0	3.95	2	2	0	20.931538	105.826096	Thanh Trì	Hà Nội
Bùi Xương Trạch ô tô qua, kinh doanh ổn, dân xây, sổ đẹp	122969724	32.0	6.5	3	4	2	20.987259	105.81862	Thanh Xuân	Hà Nội
TT CẦU GIẤY-NHÀ ĐẸP-GẦN ĐHQGHN-NGÕ RỘNG-GẦN PHỐ-FULL ĐỒ-40M2-5T-MT4.2M	122975448	40.0	8.6	4	5	2	21.030447	105.8012	Cầu Giấy	Hà Nội
BÁN NHÀ PHAN ĐÌNH GIÓT 45m2 3T 5.98 tỷ ngõ rộng thoáng sáng oto đỗ gần	122975851	45.0	5.98	4	3	2	20.991108	105.83942	Thanh Xuân	Hà Nội
Tân Mai, mặt ngõ ba gác, thông ,nhà mới kính koong, ,sân để xe 48m2*5T	122986575	48.0	6.5	3	3	2	20.982143	105.847725	Hoàng Mai	Hà Nội
VIP HỒ TÙNG MẬU-LÔ MỚI-GARA OTO-THANG MÁY-TRƯỚC NHÀ OTO TRÁNH NGÀY ĐÊM	122986755	40.0	8.0	4	5	2	21.022161	105.7718	Nam Từ Liêm	Hà Nội
